PROLIFIC_ID,time_s6,dt_Achiev_01,dt_Activ_01rev,dt_Altru_01,dt_Angry_01,dt_Anxiet_01,dt_Assert_01,dt_Compet_01rev,dt_Complianc_01,dt_Delib_01,dt_Depress_01rev,dt_Dutif_01rev,dt_Excite_01,dt_Fantasy_01,dt_Gregar_01,dt_Impuls_01,dt_Indiff_01,dt_Modest_01,dt_Order_01,dt_SelfAss_01,dt_SelfDisc_01,dt_Shame_01,dt_Straight_01,dt_Tender_01,dt_Trust_01,dt_Vulner_01,dt_Warmth_01rev,dt_Achiev_02,dt_Activ_02,dt_Altru_02,dt_Angry_02,dt_Anxiet_02rev,dt_Assert_02,dt_Compet_02,dt_Complianc_02,dt_Delib_02,dt_Depress_02rev,dt_Dutif_02rev,dt_Excite_02,dt_Fantasy_02,dt_Gregar_02,dt_Impuls_02,dt_Indiff_02,dt_Modest_02,dt_Order_02,dt_SelfAss_02,dt_SelfDisc_02,dt_Shame_02,dt_Straight_02,dt_Tender_02,dt_Trust_02,dt_Vulner_02,dt_Warmth_02rev,dt_Achiev_03,dt_Activ_03,dt_Altru_03,dt_Angry_03,dt_Anxiet_03,dt_Assert_03,dt_Compet_03,dt_Complianc_03,dt_Delib_03,dt_Depress_03rev,dt_Dutif_03rev,dt_Excite_03,dt_Fantasy_03rev,dt_Gregar_03,dt_Impuls_03,dt_Indiff_03,dt_Modest_03,dt_Order_03rev,dt_SelfAss_03,dt_SelfDisc_03rev,dt_Shame_03,dt_Straight_03,dt_Tender_03,dt_Trust_03rev,dt_Vulner_03rev,dt_Warmth_03rev,dt_Achiev_04,dt_Activ_04rev,dt_Altru_04rev,dt_Angry_04,dt_Anxiet_04rev,dt_Assert_04,dt_Compet_04rev,dt_Complianc_04,dt_Delib_04rev,dt_Depress_04,dt_Dutif_04rev,dt_Excite_04,dt_Fantasy_04,dt_Gregar_04,dt_Impuls_04,dt_Indiff_04,dt_Modest_04,dt_Order_04rev,dt_SelfAss_04,dt_SelfDisc_04rev,dt_Shame_04,dt_Straight_04,dt_Tender_04,dt_Trust_04rev,dt_Vulner_04,dt_Warmth_04rev,esm_Achiev_01,esm_Delib_01,esm_Fantasy_02,esm_Impuls_02,esm_Selfass_01,esm_Straight_01,esm_Tender_01,esm_Vulner_01,s8p_Duty,s8p_Intellect,s8p_Advers,s8p_Mating,s8p_Positiv,s8p_Negativ,s8p_Decept,s8p_Social,mc_Revstrat_01,mc_Revstrat_02,mc_Revstrat_03
5ea04e9dbb81f60726da2182,803,2,4,4,4,1,2,5,3,5,5,3,4,4,3,5,1,2,3,4,4,4,4,2,3,1,4,4,2,3,4,5,3,2,3,5,5,2,3,4,2,5,1,2,4,2,4,5,4,2,4,2,2,2,2,4,4,1,3,2,4,5,1,2,4,2,2,5,1,2,3,2,2,5,2,4,2,5,4,2,4,3,3,5,3,5,3,1,1,2,4,2,3,5,1,2,4,2,2,5,3,2,2,2,4,2,1,2,4,2,3,3,4,3,2,2,2,2,2,2,2,Say you have been working on some ideas but you would like to do a bit more research before presenting them,Say nothing and try not to get upset.,Ask you waiter to move the table as they will know why you have moved.
6150a929fa6f796ac80c197d,809,4,2,1,1,2,2,4,1,1,4,5,2,1,4,1,3,2,4,4,3,4,3,1,3,4,5,4,4,1,1,3,2,4,3,1,2,5,1,3,3,2,2,2,1,3,2,4,4,1,3,4,5,3,2,1,1,2,4,5,1,1,3,4,1,4,1,2,3,2,4,4,4,2,3,1,4,3,4,2,4,5,1,5,5,4,1,4,2,5,1,2,3,1,4,5,3,2,4,4,2,1,4,4,5,2,3,2,1,1,3,1,4,4,5,4,4,5,4,2,4,"Go to see the boss and explain the situation, and if he didn't believe ask him to ask my colleague about a specific point that i don't speak with him
",Make them feel bad about it ,Tell the waiter that their impolite with me to make them expluse from the restaurant
5f738f6e637d7c0eaa053b40,809,5,3,1,4,2,2,2,3,1,2,5,4,2,5,4,5,1,2,5,1,4,2,1,3,4,3,4,5,2,4,1,4,5,2,2,3,5,2,4,3,4,1,2,5,2,2,4,5,1,3,4,4,3,3,1,4,4,4,5,1,2,2,2,1,2,2,3,4,1,1,4,5,2,3,3,4,4,3,5,3,4,5,2,5,3,2,4,4,4,1,4,3,3,2,4,1,5,5,3,2,3,4,5,5,4,5,3,2,1,3,1,5,5,4,2,4,5,3,1,4,I won't work with him.,My favourite strategy is the first because it will help them to know how I felt about the situation.,I will tell them that they are so disrespectul and that they are going to regret that. My favourite strategy is this because it will make that he should talk better to other people.
5adf6992dee8590001b060a8,822,3,1,1,2,1,2,3,3,2,5,5,4,4,4,5,1,5,4,5,2,5,2,1,4,2,5,5,4,2,2,2,1,4,2,2,4,2,3,4,4,2,2,4,4,2,2,5,2,1,4,3,1,3,1,2,4,2,2,4,1,3,1,3,1,1,1,2,3,2,2,2,4,1,1,1,3,3,5,4,5,5,4,2,3,4,2,3,1,4,1,1,3,2,2,4,2,1,5,4,2,2,4,1,4,2,2,4,4,2,2,1,1,2,3,2,2,4,5,4,4,I would accuse the colleague of stealing business secrets and reselling them to competitors,I would say I went dancing with better friends than them and didn't invite them.,I heard that they were planning an armed robbery in the restaurant next week.
57fe95355f9dd40001855e6a,837,3,1,1,1,2,2,4,2,1,2,5,1,4,4,1,4,1,4,3,2,4,2,1,3,4,4,4,4,1,1,4,4,4,4,1,4,5,1,4,4,1,4,1,4,4,2,4,2,1,1,4,3,4,2,1,2,1,4,5,4,1,4,5,1,1,1,1,2,1,4,5,4,2,2,1,4,1,4,4,5,4,1,4,4,4,2,5,4,5,2,1,4,1,4,3,1,2,5,4,1,1,4,5,5,1,1,1,1,1,1,1,1,3,5,1,1,4,1,1,5,"Speak, in private, with my boss and explain the situation to clarify what happened. ","Ask them if they have ever been to the restaurant they went to, to force them to keep lying or admit the truth. ",Tell the waiter that the table next door are being disruptive and that I will call the police if they don't stop. 
613a910e82b0ecfeae1fc7b5,857,5,3,1,4,2,4,2,4,4,3,5,4,3,4,2,3,4,5,4,1,4,3,1,2,1,5,5,5,4,2,5,4,4,5,5,4,3,3,5,5,3,4,5,5,3,1,2,3,1,5,2,3,5,5,3,4,2,5,5,1,4,3,5,4,4,4,3,4,4,2,4,4,3,3,2,3,2,5,5,5,4,4,5,5,4,4,1,2,4,1,5,4,3,4,5,1,3,5,4,5,3,4,2,3,3,4,5,4,2,3,1,4,4,5,4,3,3,1,3,5,Complement the idea with more aportations.,Say nothing,Talk with other people that is unhappy because of the same problem and then with the manager.
61038917dbab6d0d7f203eef,855,3,3,2,1,2,2,4,3,2,4,4,2,2,2,4,1,3,4,5,4,5,4,1,2,4,5,4,4,1,2,4,1,2,3,4,4,2,2,4,4,2,1,1,2,1,3,5,3,3,2,1,3,3,1,1,1,1,2,3,3,2,2,4,1,2,1,4,2,1,4,2,3,4,3,3,2,4,4,4,5,2,2,5,1,5,1,3,1,2,2,1,2,4,2,2,3,2,2,4,3,2,5,4,5,3,3,2,2,2,3,1,1,4,4,1,3,4,3,2,5,steal one of his ideas later,make them feel guilty by crying in front of them,Be louder than them to make them annoyed
5ed241d3b7f800022fa4b572,858,4,2,1,1,3,2,2,1,1,4,5,1,1,4,1,2,1,4,2,2,4,2,1,1,4,4,2,4,1,2,4,5,4,2,1,1,5,1,2,5,1,3,1,4,4,2,5,2,1,3,4,5,4,3,1,3,3,4,4,2,1,2,4,1,4,1,2,3,1,3,4,3,4,2,1,5,4,5,3,3,5,5,4,4,4,1,5,2,5,1,1,4,3,3,4,2,3,4,4,1,1,5,3,4,2,3,1,1,3,1,1,3,2,4,3,4,5,2,1,5,tell the boss in private that my colleague stole my idea,invite different friends somewhere and post it on social media so your friend group is jealous,ask the waiter to tell them to be quiet or they will have to leave the restaurant
5ef1f7026343e20b931a0cb0,869,2,3,2,2,1,2,4,1,2,4,4,1,4,4,5,2,2,5,5,4,5,4,1,2,3,5,3,3,2,3,5,2,2,3,2,5,4,2,4,2,4,1,1,4,2,4,5,3,2,4,3,4,3,2,2,3,1,2,4,2,2,1,4,1,2,1,4,1,2,2,2,2,5,3,2,3,5,4,3,5,4,4,5,4,4,3,5,1,3,1,1,4,4,2,3,1,2,2,5,1,1,3,2,5,2,5,2,1,1,2,1,1,3,4,2,1,4,2,2,4,Share another idea with the colleague that I know is a bad one and will get them in trouble when they steal it and present it as their own.,Invite other friends to something really nice that these particular friends wanted to do and make a point of posting about it where they'll see it.,Take photos of them and post them online tagging the location shaming the group for their behaviour.
5ede038270fe0e000ab7ae54,890,1,4,2,5,5,4,5,4,5,5,4,5,3,5,5,3,1,1,4,4,5,3,1,1,4,3,2,2,1,1,5,3,2,3,5,5,3,3,3,4,3,3,2,4,3,4,5,4,1,1,4,5,2,4,1,4,3,4,3,1,5,2,3,4,2,1,5,2,1,1,2,2,4,3,1,5,4,3,3,5,5,4,4,3,5,5,1,2,5,4,2,5,5,2,3,5,1,4,5,3,1,5,3,4,2,1,3,4,2,4,1,1,3,4,5,4,4,5,5,5,"Show proof that I was the one that had the idea in the first place, to my boss
","I wouldn't do anything. If I wasnt invited I wasn't wanted there. If I'm not wanted there, the I dont want them with me. I would probably investigate more, and If it were the case, I would stop being friends with them
",Ask the waiter/owner to do something about the disrespectfull behaviour of those people
5c471520b835d4000115c186,891,3,3,1,2,4,4,2,3,3,3,5,2,2,4,2,4,2,3,1,2,4,3,1,2,4,4,4,4,2,2,3,4,4,2,2,2,4,2,1,4,2,3,3,3,4,3,2,4,2,3,3,4,4,3,3,4,3,4,4,2,3,3,4,2,2,4,2,3,1,2,4,3,2,3,1,4,3,4,3,3,5,4,3,4,3,2,4,4,5,2,2,4,2,3,4,4,4,4,4,2,1,4,4,4,4,2,4,4,5,2,1,4,3,4,2,4,4,2,1,5,Saying we invented this together.,"Think why they didn't invite me, ask them.",Ask them again and wait for the reponse.
5ae96d1878b0060001e69b8a,884,3,4,3,4,3,4,4,4,5,4,3,3,3,4,4,4,2,4,2,3,3,2,1,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,5,1,3,3,4,2,4,2,4,3,3,4,3,1,4,3,3,3,3,4,3,4,3,3,2,4,5,1,5,4,4,3,3,1,4,1,4,3,4,4,4,1,5,5,5,2,3,4,3,3,3,4,5,1,4,3,3,3,4,1,2,3,5,4,4,3,3,3,3,3,3,5,5,3,3,3,3,3,5,"Find ways in which your colleague is less valuable than you
",Tell them that I saw what they were up to and felt really bad that they didn't invite me,Tell them that I really need them to be quiet as I have something terrible going on in my life
5ecc17baf40bde40e681a6c0,931,5,1,3,3,2,4,1,1,1,1,1,1,4,3,2,4,1,4,1,1,1,4,4,3,5,3,4,5,3,1,1,5,5,2,1,1,5,3,4,4,1,4,3,4,4,1,1,4,1,4,5,5,5,4,3,4,4,4,5,3,1,4,3,3,1,3,1,3,5,1,5,5,1,5,4,4,1,5,4,3,3,1,1,5,1,3,3,3,5,4,3,4,1,3,4,3,5,4,2,3,3,1,3,3,5,4,4,2,3,4,3,1,4,5,2,5,5,2,3,3,Tell the boss that it was my your idea and your colleague has stolen it from you without giving you credit.,Invite just one of them for dinner and make a post about it.,Ask the waiter/boss to make them quiet.
60f9b14b819ae6fbff693bb2,920,2,2,2,4,2,2,2,4,2,4,4,2,4,4,4,1,2,4,2,1,4,2,1,2,2,4,4,5,1,1,2,4,3,2,1,5,4,4,4,4,1,1,3,5,4,1,5,2,1,2,3,5,2,2,1,4,1,4,4,1,1,1,4,1,1,4,2,1,1,1,4,4,5,2,1,3,5,4,4,5,4,1,2,5,5,2,4,1,4,2,1,4,1,1,3,3,2,4,5,4,1,4,1,5,3,4,2,1,1,3,1,1,5,5,1,1,5,5,1,5,I'd call them out then and there on stealing my idea.,Do cool stuff with others and posting it on my socials to show that I had lots of friends outside them.,I'd probably just ask the manager if I could be moved away.
61365f766033bc62f92053dc,662,4,1,1,2,4,5,1,4,2,2,5,4,4,4,4,5,5,4,3,4,4,2,1,4,4,5,4,3,1,2,2,4,3,4,5,4,3,2,4,3,3,5,5,4,4,1,5,4,2,4,4,4,4,4,5,4,4,3,4,1,5,3,3,4,4,5,4,4,5,4,4,4,3,5,1,4,4,4,4,3,3,3,4,4,3,3,5,4,5,3,4,4,1,5,4,4,4,3,5,4,4,5,4,3,4,3,5,4,3,2,3,4,5,4,4,3,5,2,3,4,I would definitely work on that project harder and out of the box which nobody can even think of and then present it to my boss to prove myself.,I can say that I was having dinner and saw you guys celebrating,I will again request the next table to be polite and bit lower their volume.
5ea95b161e683e03e9db9ef7,919,3,5,1,1,2,3,4,2,1,4,5,1,4,4,2,4,2,4,5,5,3,3,2,2,3,1,4,1,2,1,2,5,4,4,2,4,5,4,2,3,2,4,3,4,5,4,4,4,4,4,4,3,3,3,1,2,4,5,3,3,2,1,4,2,2,3,2,4,2,4,5,2,3,3,3,3,3,4,4,5,3,1,3,5,4,4,5,1,4,1,4,3,1,4,4,3,2,2,3,1,4,3,4,5,3,5,3,1,4,3,1,5,1,2,3,4,1,4,3,2,I would speak up,"Slowly stop talking to them to see my worth in their life, if needed",Tell the waiter you overheard them saying that they were trying to drink the underage person under the table
616033a44ba802b7e18daaa9,917,5,1,1,1,5,1,1,2,1,1,5,1,4,4,1,4,4,5,2,1,2,1,2,2,5,4,5,5,4,2,2,5,4,1,1,2,5,2,4,2,1,5,5,5,5,4,2,4,2,4,5,4,5,5,1,3,4,5,5,2,1,5,5,1,1,1,1,2,3,2,5,5,1,3,2,5,3,5,4,2,5,4,2,4,2,2,5,5,5,1,5,5,1,4,4,2,5,5,2,2,2,4,5,4,4,4,5,3,2,2,2,4,5,5,1,3,5,1,1,5,Fake an injury and blame it on your colleague ,Go out with other people to make them feel like you don't care,Tell the waiter that they said they would not leave a tip.
61572b39d8a0be3869ccd5ae,947,5,4,1,3,2,4,2,4,5,4,5,4,4,4,4,4,4,4,2,2,4,2,1,4,5,5,5,5,4,2,4,3,4,4,4,4,4,4,5,5,2,4,4,4,3,4,5,4,2,4,5,4,5,2,2,5,2,4,5,5,5,2,2,1,2,2,4,4,3,4,5,4,4,2,1,2,5,5,5,4,4,5,5,4,2,4,1,1,4,4,3,4,4,4,4,5,5,4,5,4,1,2,3,2,5,1,4,2,1,3,4,1,5,5,1,4,4,1,1,5,Tell everyone - the boss - that the colleague stole my idea,"Throw a social event, post about it and not invite them","""Accidentally"" spill a drink onto that groups table "
60d9be2f7833472f11aae071,916,5,1,1,3,1,1,2,1,1,3,5,1,1,2,4,2,1,5,3,3,4,1,1,1,3,1,5,4,1,1,3,4,4,3,1,4,5,1,4,1,1,3,3,5,3,2,4,2,1,5,2,1,5,4,1,3,1,3,5,4,1,1,4,1,5,2,1,2,1,1,3,4,3,1,3,2,5,5,4,3,2,4,4,1,2,1,5,3,5,3,3,3,1,2,4,3,3,4,4,1,3,2,4,2,4,3,3,4,3,1,1,1,4,5,3,4,5,3,2,4,Tell other coworkers they stole my idea ,Tell them a made up story ,Tell the waiter they are bothering you 
5d57c3ebb125380017b555db,948,4,2,2,3,4,4,3,4,2,3,4,4,4,4,3,3,3,5,3,2,4,3,2,4,4,3,4,4,3,2,3,3,4,3,2,3,4,2,4,4,4,3,4,4,4,2,4,4,2,5,3,4,4,3,2,4,4,4,4,3,2,3,4,2,2,4,3,3,3,2,4,4,3,3,3,4,4,4,4,3,4,5,5,4,3,2,5,3,4,3,3,4,3,2,4,2,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,3,4,5,4,4,4,2,2,5,give details and explanations about the idea to convice my boss,I will tell them directly that I saw them on social media and I will try to ask politely why they didn't invite me. If I understand that they are stressed or anxious I will find another topic for conversation.,Leave the place
5c754b537c5650001716216f,972,2,4,4,4,3,3,3,3,5,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,2,4,3,4,2,3,3,4,4,3,4,4,3,2,3,3,3,4,4,4,2,4,3,4,4,2,2,4,2,3,2,2,4,4,2,2,3,3,3,3,4,4,3,3,4,5,3,4,3,2,4,4,2,1,1,2,4,3,4,4,3,2,2,2,2,4,3,3,2,4,1,3,3,4,3,4,2,2,4,3,5,4,2,2,4,5,3,2,3,2,3,3,2,I would say it was mine idea which was copied. I could easily explain more to the idea.,"I would make them guilty, by talking about some imagined dinner with my other friends.","I would tell the waiter that the clients next to me are scammers, and show him a fake article."
5f8bff4c101bd03399d4329d,977,4,1,1,4,4,4,1,1,1,2,5,1,4,4,1,1,1,4,4,1,4,1,1,1,4,4,4,4,1,1,1,4,4,4,3,2,4,1,4,4,1,2,3,4,2,1,5,1,1,5,4,4,4,5,1,1,3,1,4,1,1,1,5,1,2,1,1,1,3,4,2,4,4,1,1,5,5,4,4,4,4,4,4,1,2,1,4,4,4,1,1,4,1,1,3,2,2,4,5,1,1,4,4,5,4,3,2,4,2,1,1,3,4,4,2,4,4,2,2,4,"Outside, I would tell those closest to me that it was my idea, but no more than that. I will just make sure that the colleague doesn't get any more trust from me.",I would be a little dramatic in the next days and will not smile to them until they'll feel sorry!,I would reallyyyy stare at them.
5aca8df5436f550001000d03,935,2,3,3,2,2,1,2,1,2,4,3,1,2,1,4,2,4,3,4,2,4,2,1,4,2,4,3,4,2,1,4,1,2,1,2,4,4,1,4,2,2,2,2,4,3,3,5,2,2,4,1,5,3,3,2,4,1,1,4,3,2,2,3,1,3,2,3,1,3,2,2,4,4,1,2,3,5,5,3,4,2,4,4,2,3,2,4,2,4,1,1,1,2,2,2,1,4,4,5,2,2,2,3,5,2,1,3,2,3,3,2,1,2,4,4,2,4,3,2,5,talk to my boss about my coworker stealing my idea;,find some new friends,ask to be moved to a different table
5e7a2fc429c35307d86105a1,989,5,1,2,1,5,1,1,1,1,1,4,1,1,2,1,5,1,4,2,1,2,1,1,4,5,5,2,5,1,1,1,4,4,1,1,1,5,1,2,1,1,5,4,3,4,2,2,5,3,5,5,3,5,5,1,2,5,4,5,2,1,5,3,1,5,1,1,5,1,1,5,5,1,1,1,3,1,5,5,1,5,2,1,5,1,1,5,1,5,3,3,3,1,5,5,3,5,5,2,1,3,3,5,5,2,5,1,1,1,1,3,1,5,5,1,3,4,1,1,4,Say that I told him about my idea before ,Tell them that I dined with other friends,Tell the waiter that I am going to leave a bad online review of the restaurant
5fb2e72ac95e4c9ab7a082da,1009,4,1,2,2,2,3,3,1,1,4,4,2,4,4,4,3,4,4,5,3,3,2,4,4,4,5,4,5,1,1,3,2,4,4,3,4,3,2,2,3,4,3,4,3,3,3,2,3,4,4,4,4,4,4,4,2,2,4,4,2,2,3,2,4,4,2,1,4,1,4,4,3,3,2,3,3,2,3,3,3,3,3,2,3,4,4,4,2,4,1,4,4,3,3,3,4,4,4,4,4,2,4,4,5,4,4,3,2,4,4,3,3,4,4,3,4,3,3,3,4,I would get revenge simply by the waiting game. Next time i have a good idea i will not tell my coworker and make sure he does not get any credit.,i would purposely not invite him to a restaurant i go to,i would leave the restaurant and complain about that table
60ec003195a012028e8b2879,998,3,2,1,1,2,3,5,3,2,4,5,3,1,4,2,1,1,4,4,4,4,3,1,4,3,4,2,3,1,1,3,3,4,2,2,4,5,3,2,1,2,1,2,4,3,3,5,3,1,2,3,3,3,2,1,2,2,3,5,2,2,3,4,2,5,2,4,1,3,3,4,4,4,3,1,3,5,4,3,5,4,4,5,2,4,1,4,3,5,2,1,3,2,1,3,4,3,4,5,2,1,3,4,4,4,3,2,3,3,2,1,3,4,4,1,3,4,2,1,4,Tell the boss it was my idea,Threatened to end the friendship,Tell the restaurant the group have offered to pick up my bill and leave.
59960009bf8bcf0001ab6b57,1034,2,3,3,3,4,3,3,3,4,3,3,3,3,2,3,3,3,2,4,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,4,3,3,2,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,2,3,4,3,3,3,2,3,2,3,3,4,4,2,3,4,3,3,4,2,3,2,3,3,3,2,3,4,3,3,4,4,4,3,3,2,3,2,3,3,4,Try to let him know I participated in the idea without caring if they believe in me or not.,"not saying anything about it is the best way, the right people to have in your life will want you in their life.","If i'm not eating yet tell the waiter why we are leaving, if I'm already eating i'll just finish and get going asap."
5e1324817f08ed96c96756f6,996,2,3,1,4,3,2,4,1,2,4,3,3,4,3,1,2,1,4,2,3,3,1,1,1,3,5,4,2,1,1,1,1,1,1,1,1,3,1,2,3,1,3,1,4,3,3,2,1,3,4,3,3,3,4,1,1,1,3,4,1,3,4,2,1,2,3,2,3,1,3,3,3,4,1,1,4,4,4,3,5,4,2,4,4,4,1,4,2,5,1,1,4,2,2,1,4,4,2,4,3,3,4,4,5,1,1,1,1,1,1,1,1,3,5,2,4,4,1,3,4,Confront my co-workers and ask them to tell the boss it was my idea.,"I'm not a hurtful person, I would never hurt my friends.",I'd ask him to step outside to solve the problem.
5bdb71b7fb03aa0001b38ba0,1036,1,2,4,3,3,3,3,4,3,2,4,4,1,3,3,2,3,2,2,4,3,2,2,2,3,4,4,4,3,3,4,2,2,4,4,4,3,2,2,4,3,4,4,2,4,3,4,4,4,4,3,4,2,3,3,3,4,4,4,3,4,2,3,3,3,4,2,4,4,3,3,3,4,3,2,4,4,3,4,3,4,3,4,2,4,4,4,4,4,4,4,4,3,3,3,4,4,2,2,4,3,3,4,4,4,3,3,3,4,4,3,3,4,3,4,4,3,3,4,4,Put his spider in the desk drawer. ,I tell you that I met the President of the USA. He invited me to the White House. And how did you spend this evening?,I bribe the waitress to add them a laxative to the drinks they ordered.
60fd1724be388fa301b32497,1055,3,2,1,4,2,3,2,1,1,1,5,1,1,4,3,2,3,4,2,4,4,1,1,2,2,5,4,4,1,1,5,3,4,1,1,2,5,1,1,4,1,2,1,4,3,3,4,2,1,4,3,5,4,3,1,3,1,4,5,1,1,2,5,1,4,4,2,2,2,1,3,4,3,2,1,3,4,5,4,2,4,4,5,4,4,2,5,3,4,1,1,4,1,2,1,2,4,3,4,3,1,4,4,5,4,2,3,1,5,4,1,2,2,4,2,5,5,1,1,5,outperform my colleague,Tell a white lie and pretend I had amazing plans of my own,Accidently spill a drink on them
61226282383c9553aa4c3e11,1060,2,4,1,4,1,2,5,3,2,2,5,2,4,4,4,2,2,4,4,4,5,2,1,4,1,2,3,4,2,2,5,1,2,4,2,4,3,2,5,4,2,2,3,5,2,4,5,1,2,5,1,1,2,1,2,3,2,2,2,3,2,2,4,1,1,1,4,1,1,4,1,4,5,2,2,2,4,2,2,5,2,4,5,2,4,2,4,2,4,2,2,4,2,2,1,2,2,1,4,2,2,3,3,1,2,3,2,4,2,4,2,4,4,2,3,3,4,4,4,4,In the next meeting I will do the same as my colleague,Use sarcasm to let them know about my dissatisfaction with their behaviour and make them uncomfortable,"
Start acting strange and overdramatic with my date"
60109112b98c813e364bc621,1067,1,4,1,2,1,2,5,1,1,5,5,1,2,4,5,1,1,5,5,5,5,2,1,1,1,4,2,4,1,4,5,1,4,1,1,4,5,1,2,1,2,1,1,4,1,4,5,1,2,2,3,4,1,1,1,5,1,1,4,1,2,1,5,1,2,1,2,1,1,5,1,5,5,1,1,4,4,4,3,5,4,5,5,1,5,1,5,1,4,1,1,4,2,1,2,1,1,4,5,1,2,2,2,5,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,Talk badly about the co-worker with others who agree and turn them against the co-worker.,Plan a really fun activity that they would want to do but make it clear that I'm on the edge about inviting them.,Spill water or food around their table and dirty their personal belongings
60183476ad6cff03e6cfe62a,980,3,1,1,1,2,1,1,1,1,1,5,1,2,3,2,2,1,4,4,1,4,1,1,4,5,4,2,4,1,1,5,4,5,1,1,4,5,1,5,2,1,2,1,5,3,1,5,4,3,4,5,4,4,2,1,4,1,5,5,1,1,1,4,1,1,1,1,2,1,1,2,4,3,1,1,4,5,4,1,1,5,3,5,3,3,1,5,1,5,1,1,3,1,1,1,2,4,5,5,1,1,2,4,5,4,5,3,2,1,1,1,3,3,4,1,3,4,1,1,5,I would know to never share my ideas with anyone else.,I would just ask if they had a nice time and see their reaction.,I would officially complain and let the staff deal with them.
5bb8b7cc56161d0001002faa,1105,2,4,3,5,3,4,5,3,4,5,2,4,2,3,4,3,1,3,3,2,4,5,2,3,3,2,2,2,3,2,3,4,4,5,4,4,3,3,5,3,5,4,3,1,4,3,5,3,3,4,4,1,1,1,4,3,2,4,4,5,3,1,3,5,3,2,5,3,2,1,4,1,4,5,4,1,3,5,4,5,3,5,5,2,5,4,3,2,2,4,1,3,4,3,4,4,1,1,2,4,3,3,1,5,3,3,4,4,1,5,1,5,3,4,3,1,4,4,3,4,sabotaging his work,I don't invite them to the next meeting,I am making order with the situation
5d60061e45714d00019ad6a4,1103,1,2,1,1,2,3,2,3,4,2,5,2,1,2,1,5,1,3,5,3,3,1,1,2,3,3,2,4,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,3,4,4,1,3,4,1,1,2,3,4,2,3,2,5,1,1,1,2,5,1,2,3,3,1,1,1,3,1,4,2,2,4,3,3,5,1,3,3,5,2,1,1,1,1,5,3,2,4,3,2,1,1,3,4,2,2,1,1,3,1,1,2,1,4,5,3,3,5,2,3,3,"Telling him an idea again, but this time it will be a stupid idea.",Leave without paying my bill.,I can't think of a revenge in this case.
60850f02822cdda28b5ecfcb,1100,4,1,2,2,3,3,1,4,2,2,5,4,4,4,1,2,5,4,5,2,5,4,5,4,4,4,5,4,2,2,2,2,4,2,4,4,4,4,4,5,4,2,4,5,3,2,5,3,2,5,4,4,5,3,3,5,2,2,4,4,2,4,4,2,1,3,4,4,5,2,3,4,4,3,2,1,5,4,5,3,4,5,4,4,2,2,4,2,4,4,3,3,4,2,5,4,4,4,5,3,4,1,3,4,4,4,3,3,2,2,4,2,4,5,4,3,4,2,3,4,3. spread rumors,1. cut off ties with those friends,4. start a phone call on speaker with full volume with your date
62b05825feca9a64e3b08cc8,1035,5,1,2,2,2,4,1,3,1,2,4,1,4,3,4,1,2,2,3,2,5,4,1,4,1,5,4,5,2,2,5,5,4,1,1,2,5,3,5,4,2,1,3,5,2,1,4,3,1,4,2,4,4,5,4,5,2,4,4,1,1,2,5,1,1,4,3,2,3,1,4,5,4,4,2,4,5,4,5,2,4,5,5,3,3,2,5,2,5,1,4,4,4,1,4,2,3,3,5,3,2,4,4,5,5,5,4,4,4,2,1,1,4,4,2,3,4,4,3,4,Apologise to the boss and then try to uderstand what was the reason for the colleague's behaviour,Talk to them calmly why they didn't invite you,Ask waiter for the different table and explain why you want to move
5f01b7e94738d231487f2911,1084,3,1,1,1,2,3,2,2,1,2,4,1,5,4,2,2,1,4,3,2,3,3,1,2,2,3,3,3,1,2,2,3,4,2,1,2,5,2,4,4,1,2,3,3,2,2,3,2,1,3,2,3,4,5,1,2,2,3,5,1,1,2,4,1,2,4,1,3,2,1,4,3,3,2,4,3,4,3,5,3,2,4,2,4,5,1,5,3,5,1,3,5,1,2,3,1,3,4,4,2,1,4,5,5,3,2,4,2,4,2,2,2,2,4,2,3,4,2,2,5,Make your co-worker tell the truth to boss.,Tell them how I feel about how they didnt invite me to dinner and ask them why they didnt invited me.,Tell the waiter to calm down near hosts as they are to loud.
60be9461f162e71cab759c78,1140,3,3,2,1,4,1,3,2,1,2,5,2,4,4,2,3,2,4,2,3,3,2,2,3,4,4,4,3,2,1,3,2,4,2,1,2,4,3,4,4,2,2,2,5,4,3,4,3,3,3,4,4,2,3,2,2,3,2,4,1,2,2,2,5,2,3,3,3,2,2,3,4,3,2,2,3,4,4,4,4,4,4,3,4,4,2,5,3,5,1,2,4,2,3,4,1,3,4,4,3,2,4,4,4,3,5,4,2,3,2,2,3,4,4,2,4,5,2,3,4,I would probably be quiet and not blame him,"I would organize my own party and not invite them.
","I would report them to the owner of the restaurant
"
